id,absrate1,nsusp1,mobility1,q1mpa1,q2mpa1,q3mpa1,q4mpa1,absrate2,nsusp2,mobility2,q1mpa2,q2mpa2,q3mpa2,q4mpa2,absrate3,nsusp3,mobility3,q1mpa3,q2mpa3,q3mpa3,q4mpa3,absrate4,nsusp4,mobility4,q1mpa4,q2mpa4,q3mpa4,q4mpa4,absrate5,nsusp5,mobility5,q1mpa5,q2mpa5,q3mpa5,q4mpa5,absrate6,nsusp6,mobility6,q1mpa6,q2mpa6,q3mpa6,q4mpa6,absrate7,nsusp7,mobility7,q1mpa7,q2mpa7,q3mpa7,q4mpa7,nograd
Chloie,4.185585459,-0.479715175,0.509034366,3.568132424,3.614230756,3.52580605,3.662389157,6.247176837,0.060678642,0.409951147,3.730060395,3.178927336,3.330341308,3.060195464,4.691778881,-0.023538787,0.42230982,3.057607947,2.456385678,2.602508023,2.368526598,2.512263684,0.265769757,0.297380447,2.968512442,3.075490718,3.13262007,2.667510489,0.688972016,0.35211915,0.484417908,2.876158141,3.143482076,2.991818705,2.867088958,4.353531235,0.405360814,0.6382106,3.033701218,2.748574341,2.990519555,3.434406259,13.20595813,0.303014782,0.770489716,3.645685538,3.760696104,3.151723545,2.816047835,0
Christena,1.324265032,0.589850688,0.828074439,2.685847558,2.534799427,2.628994555,3.398421239,2.606803549,0.276765106,0.979545065,3.25055364,3.866217767,3.520124906,3.92203515,2.353703801,0.282544338,1.257913541,3.832946921,3.086128958,3.863745873,3.21786014,1.152287244,0.65640316,1.294514411,3.470283938,2.777501709,3.637380108,2.857790937,0.411645854,0.219423492,1.063223335,2.587473699,2.541783582,2.804670157,3.18220765,4.246038961,0.437295138,1.193856448,3.668529046,3.647982152,3.641236083,3.939743956,4.724300732,0.255997524,1.522744957,3.501129676,3.06974603,3.898850622,2.589141946,0
Christie,6.045186433,0.638379544,2.146407419,2.852082425,2.75217043,3.38361039,2.74779863,4.394573555,-0.19688572,2.074668619,2.997351203,3.141768567,3.383073589,3.269541984,3.935395732,0.347284424,1.802123626,4.256176154,4.169332982,4.259527811,3.574750076,5.953832271,0.53998125,2.022064948,3.783452082,4.042641564,4.304794815,4.433477839,2.977727799,0.211109203,1.928007452,4.013650605,4.496123835,4.362350292,3.723264879,-0.909253346,0.293936134,2.274418924,3.743514797,3.544226498,3.513290489,3.404329069,13.24221214,0.196096064,2.489380471,3.174268565,2.421056502,2.134653169,1.96456126,0
Christina,2.560998281,-0.194738911,-0.145178939,2.723083473,2.807658742,2.728183245,2.967678953,4.949822052,0.49231095,-0.09247163,2.806478962,2.591885621,2.123842374,2.557355379,-1.059653259,-0.294367837,-0.146561678,3.476558602,3.648676003,2.935391152,3.169203783,-1.530545756,-0.271392573,0.115328267,2.718315492,2.822244414,3.709318602,3.138703971,0.763788981,0.294787808,-0.126548029,2.965296301,2.128955062,2.310487393,1.842656112,3.183078118,0.080248095,-0.012773656,2.778356138,2.349806272,3.086919506,2.946990497,12.26010842,0.329092925,0.502569243,2.575946682,1.920628592,2.683643128,2.177902086,0
Christine,8.46996256,0.296370924,0.389764659,1.647322769,1.69054251,1.91487132,1.802225328,5.722056061,0.023304824,0.380458178,1.432153432,2.575789765,2.170726561,2.176535293,3.38087953,0.172655329,0.151764225,2.477344466,2.062129283,1.722408347,2.559399773,4.859451866,0.291250051,0.039350186,2.313261388,2.299903037,1.928071478,2.118794673,4.206350774,0.085706826,-0.061164417,1.734452292,1.70120305,2.199659279,2.230264323,5.646168828,0.452158155,0.07777493,2.76997703,2.382865216,2.431975138,1.761035594,16.07037752,0.379420994,0.221296513,2.658834138,1.995651316,2.263144888,2.510619737,0
Claire,13.22227016,0.061161714,-0.734459751,1.972118303,2.66644238,2.832715524,2.928342693,12.44564359,-0.365078953,-0.563983737,2.93179303,2.752121209,2.485516662,2.556444089,14.48699189,-0.071914373,-0.851433717,2.583858786,2.159265713,2.024868014,2.446356164,2.052733617,-0.458603874,-0.341864276,1.735937949,1.488983293,1.59533608,1.83248071,9.640959478,-0.287208862,-0.085023161,2.095046707,1.633588073,1.849799466,2.196935127,12.47852488,0.102070924,-0.284646183,2.462520057,1.552468317,1.595031583,2.098979154,17.97580301,-0.32042339,-0.247150315,2.527878057,2.658398521,2.354725269,2.336178461,0
Clara,-0.110935637,-0.418091761,1.676764075,4.613279843,3.812952996,4.413283315,3.744432871,-1.876566895,-0.834228303,1.529541756,4.5642265,4.495020916,3.723355206,3.977362236,3.202075143,-0.682558769,1.420873758,4.929848311,4.249028928,4.35756686,4.473952714,2.562157184,0.269747744,1.316591491,4.753806862,4.523050781,4.709280383,5.334731946,-6.1614933,-0.25103902,1.525446837,5.042252446,5.068024828,5.132065729,5.767661285,-15.70987544,-0.660637123,1.387388155,5.077900887,5.067157334,5.441590901,5.746612161,-15.67329535,-0.387698246,1.186301715,4.866218855,5.479293482,5.210389196,4.724314751,0
Clare,-8.21299431,0.000886459,0.52974273,4.124779464,3.910429233,3.588757853,3.951823375,-8.898548837,-0.724462963,0.586837558,4.124337011,4.193311913,4.487288003,4.057585587,-5.310031361,0.048178821,0.871087512,4.209248453,4.703864242,4.305155204,4.077166819,-10.60058042,-0.480975762,0.672969188,4.152355642,4.570882002,4.34218846,3.982860381,-3.343032818,0.123998443,1.003065,2.860798897,2.964099453,2.33786169,2.857099123,-3.146907581,0.152660664,1.005638147,3.371885218,3.747618338,3.706574503,3.562710386,-7.926883798,-0.086413031,0.784691476,3.640464491,4.303115121,3.657105697,3.398261049,0
Clarence,12.39485187,0.488459297,1.094630237,1.444637132,0.963789884,1.204906492,0.7834667,9.7557786,0.463374626,1.457405092,1.547465183,1.337039391,1.406049041,1.475724756,9.064328677,0.157035476,1.53040829,1.820521212,1.349405638,2.237332204,1.489330593,8.01112386,0.165844728,1.746096415,1.426650987,1.332832018,1.734308458,1.685299322,7.774255918,0.164342633,1.512653762,1.99396798,1.332317145,1.657185683,0.966598604,10.06290422,-0.083039875,1.894097491,1.643316257,1.714009824,1.807539402,1.838831296,23.30678177,0.230645753,1.988700642,2.821326066,2.567507383,2.085781516,1.500011514,0
Claribel,13.13660107,0.0897728,0.96569758,1.119509587,1.709209452,1.964588026,1.59628818,7.638684894,0.216409539,0.764253524,1.529001653,1.744137772,1.725189318,1.871250744,12.64749278,0.098791298,0.643326133,2.187888629,1.909754709,1.982607592,2.412599029,8.691558952,0.16261068,0.608772449,2.400636122,1.956466605,1.327274799,0.729489303,11.2867307,0.036696088,0.613846606,1.863213198,1.543637024,0.825797711,0.521150753,17.62900218,0.009736195,0.824752187,2.270668757,1.425864868,2.650381444,2.29457003,13.91123998,-0.272260057,0.98811671,2.648825644,2.319635272,3.555767916,2.806459336,1
Clarice,-1.523886014,-0.257780868,1.052161943,4.103790844,3.928606504,4.458178246,4.551190642,-0.529327247,0.248940102,0.576182675,4.016237948,4.029055197,4.085830663,4.24197134,-2.922303192,-0.370205399,1.095025997,4.108092425,4.767300313,4.620839521,4.652250661,-0.078366629,0.016325721,0.709412096,4.275569362,4.489096225,3.943486649,3.479323129,4.264947443,-0.33151912,0.844345277,4.457688604,4.623926997,3.789203254,3.997403955,2.270687287,-0.138943625,0.870804637,3.996514543,3.986068102,4.328230075,3.617689869,9.721123927,0.247258266,1.111782158,3.623714722,3.177043002,1.932335993,2.411500953,0
Claude,3.75648148,0.786588989,1.32832445,0.981778865,1.820773553,2.186167233,1.465616917,3.919073536,0.340208533,1.418433247,1.49672587,1.487601372,1.352471585,1.933005816,4.526470056,0.15250874,1.653787125,1.470632964,1.88855822,2.091441313,0.83883918,4.44530462,0.127440775,2.221059331,0.7511238,-0.167390408,0.951682308,1.14545075,11.80188947,0.32833389,2.489577867,1.013026634,0.351709584,1.113591085,1.107928074,4.589958092,0.057011946,2.759598648,2.076096547,1.76778071,2.132174038,1.881802776,13.62010805,0.295187885,3.140990239,0.759371076,0.591251987,0.945829186,1.696325393,1
Flem,4.718966536,0.150383416,0.24822262,3.458212043,3.07801263,3.299335942,3.578251956,13.3672677,0.442121454,0.237578106,3.160992637,2.540708771,2.200224635,2.030482011,10.45701362,0.188993991,0.356636139,3.240287034,2.658842429,2.775498934,2.968743982,8.121214534,0.081630809,0.647251181,2.548786262,2.411834288,2.342951016,2.438828109,7.01493265,0.062066121,0.841925738,2.872562171,2.730514528,2.428692285,2.399403127,7.179122463,0.123618625,0.735155619,2.662126833,2.450648992,3.084088776,2.705813757,11.77532267,-0.098548528,0.694223477,2.464231614,2.054734664,1.759704872,1.252977623,1
Claudia,1.851187856,0.188093172,1.609799011,2.053350752,1.827862989,1.489304037,1.480772623,6.317000046,0.555742258,1.759687205,2.38551325,1.614837632,1.442276505,1.327848391,1.765001614,-0.328388776,1.936439494,1.983655807,2.64559693,2.605173591,2.671518383,5.31182797,0.135007229,1.858029159,2.659939869,1.664368261,1.841344131,2.17137947,0.933342299,-0.028700443,2.061106274,2.338954231,1.977913396,2.453661336,2.649729518,-2.549733984,0.271736737,2.428543363,2.813168605,3.338198177,3.525415319,3.177710247,9.71178355,0.447761523,2.449472505,2.72298602,2.607937232,2.932746487,2.49677241,0
Claudie,13.76179633,-0.079262349,0.466122907,2.941613807,2.739680068,3.101313068,3.626517994,7.95212971,0.04261428,0.450852428,3.276827007,4.398786235,3.935457311,3.670942066,4.758691057,-0.284292113,0.341344047,3.783285982,3.702139446,4.318147745,3.542733596,7.574591816,-0.305635211,0.246683235,3.801154218,3.507014005,3.949993909,3.116737402,7.9266113,0.211489131,0.534253301,3.314155755,3.066790034,3.019010484,3.429910854,5.008002062,-0.045252525,0.57912435,2.34994834,3.313356449,3.324558574,3.548459319,19.2620222,0.262755465,0.606348639,3.301103088,2.740951717,2.684202923,1.753473278,0
Claudine,1.624492291,0.455259883,-0.622579248,3.705222198,3.726720068,3.681319232,3.573734955,-1.555883945,-0.399906641,-0.682096206,2.914992405,2.84615126,3.068712217,3.543162775,2.972359921,0.200640466,-0.644806879,3.849589346,3.696646116,3.156300425,2.978141339,-0.981972783,-0.19650552,-0.603209433,3.371251089,2.880452732,2.873910617,2.639428696,6.420455699,-0.031422315,-0.549836118,2.338714221,2.43947156,2.036579712,2.440777755,5.376144571,-0.083076071,-0.821680318,3.305349507,3.709353586,4.137238515,3.502126896,-1.79832557,-0.197579941,-0.825715791,3.0953839,3.113712455,2.693217145,2.653740299,0
Clementine,7.791430962,0.424010684,1.056744872,2.372307568,1.558039027,1.980913494,2.195581165,5.300986841,0.074106344,1.223444982,2.271394655,2.283635421,2.182928375,2.689270388,5.125166094,0.364137992,1.332089046,2.14603902,2.445847721,3.094159136,2.368997376,9.77532096,0.040749604,1.038526214,2.36639854,1.601004929,1.734415795,1.64875143,9.51774026,0.313560868,1.00392254,1.358000036,0.746803345,1.735450478,1.633172246,14.57383225,0.600300506,1.094693607,1.486225261,1.56549597,1.96542363,2.338966774,23.42375103,0.119571061,1.27479603,2.430944872,2.623635427,1.402986691,1.468351171,0
Clemmie,1.817164686,-0.726857277,0.226322725,2.744502936,2.420983743,2.389593274,2.379097282,1.773084566,-0.202096575,0.020484318,2.747154285,2.594426611,2.446690244,2.293589683,6.814123795,0.019803335,0.169027211,2.75912384,2.34161807,2.535088127,2.475911205,3.711759146,0.025075932,0.141243439,2.526681556,2.891506097,2.47156264,2.894210689,2.293509594,-0.386142705,0.434406832,3.581429133,2.463718153,2.549800442,2.496651886,15.28858695,-0.1915462,0.676230939,1.96478726,2.202805598,1.918255561,2.078321463,24.26002406,-0.232111922,0.761184915,1.660901388,1.544047066,1.756477312,2.023460828,1
Cleo,0.307574702,-0.016149304,0.517775266,2.527981468,2.313176698,2.113733505,2.344288582,-1.702611305,0.532927796,0.658989358,3.020006711,2.524142343,2.299842051,2.531749197,0.4262599,0.395463213,0.727348644,2.36809343,1.86845148,2.316602382,1.671454673,-1.557027264,0.180543058,0.925763067,1.331709009,1.381375681,1.939104187,1.936691811,-1.79799952,0.278519055,0.548896357,2.647940923,2.683759321,3.357161562,2.401978637,0.466319157,0.468897453,0.637116226,2.458265136,1.581902199,1.913518826,1.372189687,11.13161716,0.278085847,0.593530695,2.06238516,1.691451708,1.598716788,1.330452161,0
Clifford,5.111715788,0.291130298,0.249538216,2.557406702,2.738481024,2.446594978,2.139331325,0.462269783,0.335480585,0.895500822,1.292922408,2.068742682,1.787100631,1.868377875,2.838824749,0.196863485,1.3164537,2.06678358,1.841147562,1.72692364,2.103329479,3.058938555,0.356096424,1.045367161,2.43646767,1.331443246,1.689597271,1.459436912,6.746954151,0.416099461,1.042600229,2.159609443,2.123734753,1.193751119,1.423659559,14.27034282,0.294977114,1.017692307,2.071761803,2.623787854,1.851691509,1.366640056,21.03319039,0.086230172,1.172450809,1.544362577,0.662683805,1.127915888,1.339038332,0
Clyde,7.98524393,0.089182645,1.050960406,2.716817369,2.785630421,2.778955215,2.380713936,8.355228697,-0.400507729,1.022982939,1.934019477,2.390361561,2.699335864,2.168266206,11.12677072,0.023739315,1.092794779,2.182140097,2.449857131,2.507831624,1.658335759,4.571060116,0.13629838,1.566020458,2.672941513,2.255066064,1.897835264,2.427567304,7.656234648,0.149110365,1.705494074,3.028607091,2.461601725,3.119591985,2.341931741,6.479409266,0.439866695,1.949593629,3.336442867,3.585614483,2.527569983,2.756791775,9.158008133,0.104031208,2.247194547,2.485772296,2.68367668,3.060497727,2.391094667,0
Connie,12.69690272,0.304488952,-0.189784171,3.169176079,3.36416976,2.904407177,2.708515389,16.44236809,0.414419487,0.020624861,2.732914641,2.400016189,2.584992223,1.750162628,19.21581772,0.638339058,-0.157742174,1.279432414,1.224576384,2.043909353,2.385609934,11.31090705,0.191625609,-0.208698773,3.034447982,2.732381172,2.684862397,2.557047353,12.5805319,0.053695601,0.03494732,2.664390574,2.179671922,2.733316415,1.780890686,15.26591973,0.10960581,0.432694073,3.403687316,2.98097207,3.340747283,2.585527255,26.41435289,-0.19017944,0.321660798,3.274682788,2.543371862,2.947033072,2.857034639,0
Constance,5.988728514,0.173421425,0.97583272,2.526487696,2.295451485,1.940420673,2.428045634,3.420288988,0.141768049,0.717480178,3.244913384,2.389336388,2.709429228,2.247576314,4.280144377,-0.100845027,0.854499887,3.182510842,2.617233831,2.632004551,2.864854798,7.558797334,0.1842394,0.882528954,1.746933689,1.431176501,1.550140092,1.168709875,1.267004941,-0.028633773,1.167036426,1.774913825,1.261372012,1.704989089,1.532428132,8.457872679,0.385733972,0.945277573,2.469215693,1.896909669,2.433943482,2.388036045,18.74480612,0.307663578,0.990886997,1.804803953,1.605831616,2.220286637,1.476170524,0
Cora,7.275593076,0.079632469,0.16856366,1.942828665,1.982809574,2.298043457,2.199770671,4.305978257,-0.398570868,0.345946347,2.161327236,2.207661725,2.290506061,2.426048345,0.747176687,-0.020539479,-0.020394961,2.512929182,2.514726767,1.950155983,2.424761366,4.958176154,-0.222617624,-0.166302559,2.563875479,2.155305177,1.910997008,1.794446793,9.207651333,0.118294476,-0.085337899,2.361576959,1.905115884,1.858589716,1.684597125,4.914410909,0.246618814,-0.231566107,2.043855015,1.325168268,1.714329514,1.329119125,11.86232609,-0.10001394,-0.409385993,1.182903713,0.953810053,1.545037479,1.104759685,1
Coral,2.460147481,-0.078846763,0.43863715,2.271119075,2.744628025,2.963840404,2.903405717,2.839524188,-0.368267527,0.080867733,2.62956538,2.384641909,2.290574559,2.267259804,4.324871245,0.057634461,-0.175280244,2.785718541,2.706622912,2.246759697,1.609451883,6.219092125,-0.316969729,0.220462941,2.164552682,2.22296056,1.37433178,1.569556351,5.612290169,-0.490642715,0.337513687,2.528731777,2.340741995,2.474046713,3.016250928,5.627406691,0.038522894,0.35940839,2.879123703,2.203709952,2.431444189,2.431479074,4.932080581,0.203759619,0.116619121,2.430149963,1.843350217,3.286063021,2.733606773,0
Corda,4.634179078,-0.284442918,-0.225615673,3.09310069,3.066327081,2.842385307,2.824550448,-1.736350675,0.069832084,-0.298370488,2.093910307,2.90538562,3.299856335,3.547048454,4.212502048,0.479847086,-0.343361736,3.616728448,3.075467775,3.077945269,3.268262338,-3.076331947,0.143436549,-0.493685554,3.477653888,2.887779981,3.176464142,2.117569206,4.768876993,0.300019924,-0.663017586,2.584644959,1.885391218,1.626616844,2.161207308,13.08050622,-0.029531284,-0.70189003,2.841778231,2.573938602,2.777330517,2.845539176,21.56752929,0.254678128,-0.508523765,2.678716361,1.671344382,1.898268487,1.328524136,0
Cordelia,10.79669754,-0.198521574,-0.181869556,2.491468143,2.106159989,2.479355773,2.219891694,14.72817579,0.467789808,-0.314664544,2.232482908,2.081244545,2.122885284,2.477150901,15.60384442,0.369797789,-0.474323812,2.280914901,2.354882488,1.826640354,1.821935191,8.455966807,0.062728283,-0.663772861,3.343178473,2.68262318,2.525049355,2.164970929,9.264413131,-0.15437575,-0.479418683,1.938530863,2.031193143,2.282308211,2.424417669,-1.956950834,-0.289051747,-0.674199852,3.086532014,2.775489748,2.533381265,2.423726544,6.593921171,-0.196693343,-0.697422396,2.401023951,2.682351034,3.289687111,2.311251019,0
Cordia,6.746367057,0.452284978,0.49521705,2.115166837,1.837955793,2.022199438,2.407250938,3.657745374,0.357406867,0.494587631,2.940738802,1.647998778,1.609357941,1.698128353,6.050160058,0.055769851,0.48614908,1.729317339,1.732777317,2.116589273,2.301652387,-0.11093809,0.10703685,0.489003639,2.309759068,1.743195491,2.507627435,2.256199985,-1.846421437,0.549469918,0.628026704,2.150580126,2.418357709,2.425913459,2.32581152,11.71633856,0.423762264,0.557044415,2.057452364,1.809348725,2.254456019,1.836168517,4.642600147,0.03858923,0.569662428,2.486643187,2.495693469,1.488492567,1.968303075,0
Cordie,4.163799381,-0.147213062,1.655724851,2.623845709,2.954378224,2.626262872,2.684892773,6.446946179,-0.021556158,1.523804746,2.879778346,2.723367428,2.395429122,2.397743081,5.853482074,0.091686842,1.630576138,2.597438168,2.129431348,2.116409228,2.099514727,5.377804609,-0.142705906,1.699779998,2.399755566,1.884543449,2.367057091,2.605826396,2.52887156,-0.397434588,1.674388247,3.054786396,2.926676156,2.824972248,2.865716261,7.132519953,-0.206439883,2.350079413,3.039599966,2.767296695,2.25078579,2.562011513,3.213336568,-0.342822911,2.352788297,3.303401326,3.11555555,2.729410481,2.078193645,0
Corean,15.53548361,0.864061665,-1.035726758,3.093715971,2.69347816,3.012917351,2.686276093,10.46515639,0.071750588,-1.18723589,2.365224792,2.622659574,2.386085591,2.848224109,17.39769919,0.326077456,-0.842369107,1.987998962,2.240337475,2.367710882,2.714625598,9.517155315,0.208655169,-0.678856913,2.913409195,2.995697985,2.969164488,3.153563437,10.53679758,0.023951378,-0.530685059,2.333260402,1.742432414,2.077291091,2.128696115,10.20486954,0.134122858,-0.219416538,2.507343863,2.627341698,1.583711459,2.113714324,21.78501648,-0.00633838,-0.007002097,2.732026771,1.794114052,2.586529797,1.757746497,1
Corine,10.29429168,-0.044202877,1.870126386,2.356169811,1.692117186,1.826267525,1.519471664,5.975022851,0.054463591,1.901310467,1.414476325,1.180765178,1.072988495,1.168424161,6.012756762,0.387262784,1.903851437,1.151713895,1.79158282,1.552920181,1.080599791,3.34223344,0.026247589,2.187689213,2.366678388,2.198724197,1.766814747,2.043310341,3.324092669,0.181980072,1.998135444,1.581973988,1.31495354,1.531084994,1.756563985,6.706769393,0.438007612,1.927082222,1.81414714,2.416668827,2.772254426,2.824803889,6.134842011,0.196820757,2.166268184,1.62488576,1.905833782,1.358724604,1.111582187,0
Corinna,3.923052251,-0.263910464,0.017224386,4.444039599,4.48738089,4.114444954,4.30117271,6.204402932,0.090272632,0.140293907,3.768520051,3.461779452,3.566452542,3.905424404,-0.496140633,-0.425158397,0.490106207,3.829386075,3.990157622,4.179968657,4.231610719,-2.99046056,-0.435805599,0.35384532,4.053888586,4.261673565,3.880967256,3.672395303,-3.881156421,-0.461639313,0.526925112,3.877842271,3.069640726,3.558615865,3.395219842,-0.866259873,-0.19349758,0.5233424,3.043096453,3.186418459,3.543764617,3.356723336,-2.369479408,-0.322061781,0.610011882,4.614540428,4.039979667,4.315006883,3.9470967,0
Corinne,8.287868801,0.752925708,0.499596912,2.905729655,2.967919783,2.832999301,2.665073604,5.05982516,0.436797297,0.794222641,3.232903633,3.398588914,3.011881733,3.448466278,11.11465941,0.337124666,0.704332213,3.029775348,3.248488707,3.182394385,3.258163309,5.094342541,0.296342701,1.285838096,2.802296911,3.118085692,3.243409952,3.424184947,-1.004544021,0.408552773,1.482537597,3.052095416,3.381860556,2.859782482,3.199720929,3.973346625,0.030985581,1.604753819,2.822461956,2.864701965,2.687350668,2.830338518,4.152143976,0.367498639,2.001853269,2.370793016,3.439988095,2.489796388,1.904848565,0
Cornelia,3.325876279,0.172737721,1.90312875,3.759373832,4.101105181,3.910770012,3.750353717,4.992948362,0.312275779,1.985642265,4.057072633,3.858635149,4.279373149,4.357713596,8.591825228,-0.166590837,1.886087079,3.363267612,3.602769827,3.501469094,2.740025701,2.348658091,-0.37344624,1.927259837,3.446392269,3.646055391,3.455493998,2.78442095,4.063649626,-0.168414708,1.802303017,3.102563468,2.785439643,3.071985473,2.653823728,5.892363619,-0.184814396,1.640331154,3.451617675,3.105327728,3.754207583,3.478321049,12.45434869,-0.275826486,1.861603287,2.717968682,2.384002712,2.642324022,3.01260741,0
Corrie,4.626926536,-0.162110889,0.63349888,3.788195416,3.678342151,4.00839389,3.951422699,2.184718798,-0.223140084,0.569414658,2.320119675,2.749060684,3.631922816,3.326599883,6.679398466,-0.207714059,0.270819796,3.354785248,3.98446889,4.29859464,4.110392311,3.009548868,0.03888232,0.396572246,3.105503982,3.064732632,3.294302168,2.868096257,4.644311504,-0.081703969,0.363391368,2.873556984,2.84618417,3.133904562,3.771427077,0.846246197,0.475005058,0.356392331,3.259324949,3.761108187,3.443523534,3.798997315,-2.305702097,0.030756317,0.445792804,3.659558643,3.658630414,3.11528913,3.933763856,0
Corrine,6.537878284,-0.077621056,0.366124022,2.853031014,2.424774903,2.987832621,3.076402253,2.723412895,-0.241445238,0.277620323,4.267755213,3.882016024,3.055731772,3.080283727,5.149424098,-0.612469063,0.695815381,3.817318479,3.655350879,3.430884403,3.089266365,9.344473117,-0.16555936,0.480778388,2.755391847,3.247175496,2.672916433,3.079047079,7.99033179,0.148295544,0.575697229,2.77321698,1.591322199,2.734751242,2.323412111,8.568330408,-0.195008914,0.509564848,3.345854767,3.247439086,3.283512052,2.97331609,13.04880823,0.019849729,0.480413636,3.639865758,2.876853476,3.519617051,3.059622028,0
Courtney,7.917418696,0.245089923,-0.113578525,3.615311611,3.392478736,3.264462168,3.753843191,7.771483735,0.16319036,0.090637941,3.359959983,4.057685121,3.562530196,3.54689483,6.681884531,-0.060984869,0.210180318,3.532531427,3.67547781,3.21435765,3.324884611,5.705405228,0.311482242,0.33510103,3.639646001,3.071763865,3.221333001,2.817548599,3.2528499,0.780575674,0.1850888,2.983820457,2.448898098,3.417413805,3.974450749,3.771791231,0.339077244,0.43857154,3.811109837,3.947014444,3.730269041,3.356305928,5.684909428,-0.130870618,0.633192955,3.330390997,3.099914744,3.496395292,3.625056299,0
Crete,3.411957922,0.288170835,0.615721591,3.038270261,3.410725133,3.092811069,3.260331572,5.582435963,0.33058727,1.049641874,3.505170722,3.858038227,3.534865097,3.4452216,4.458424729,-0.27157836,1.259321507,3.258372453,3.425163016,3.374961779,2.540594445,-2.743583199,0.375278254,1.58146108,2.935552296,2.729131905,3.192067735,2.549786718,2.997099128,0.215288187,1.450316684,3.023384281,2.880919565,2.854126405,2.889159706,2.011246307,-0.118036802,1.235196587,3.441969713,2.905060441,3.430724192,4.334054848,5.326618219,-0.395817066,1.146709033,3.067323253,2.502812338,2.388951592,3.062706462,0
Cynthia,-0.67682416,0.504067752,1.104439649,2.73432149,2.356043313,2.135492436,2.05413969,-1.927659609,0.562417054,1.107339728,1.934637837,2.131889539,1.744057532,1.71093682,-4.066107337,0.220511337,1.240521501,2.691295035,2.426607175,2.1722133,2.021230869,-8.937185966,0.133822014,1.260280734,2.27805267,2.41062026,2.255432728,2.272404529,-9.314492907,0.242516205,1.007893803,2.141527148,1.656548726,2.372071428,2.167048504,0.697293098,0.244428972,1.15683337,2.158296941,2.348874665,2.369127302,3.123739433,0.708248681,-0.131683662,1.143825311,2.618626106,2.599867028,2.133624433,2.16669654,1
Daisey,3.288434045,0.335104721,1.79091602,3.657258624,3.42300084,3.509106522,3.714216333,8.451638618,0.01692415,1.591533022,3.28044979,2.911494876,2.7959528,3.227077709,5.053605907,-0.151405602,1.504265364,2.646379265,2.448636454,2.423685197,3.125902675,7.504483526,0.211814263,1.711719308,2.71198647,2.730614181,2.48778494,2.845680314,7.33761451,0.458951702,2.110732897,2.139324072,1.972666593,2.481825192,2.620332102,12.10430259,0.237354958,2.436521827,2.068045797,1.722182421,1.952383227,1.431333088,13.84773042,-0.008394426,2.516867107,2.543795873,1.796295421,2.569626185,2.054255117,0
Daisie,3.276143798,-0.689611645,1.097029892,2.900552354,2.622698153,2.837166814,2.819164752,1.781104383,-0.195124718,0.998089747,2.35074971,2.231613299,2.784184136,2.919196923,-0.033936433,-0.430719444,1.176111289,3.155390021,2.690411648,2.867439052,2.845590212,-3.121109899,-0.25469662,1.372791295,3.315955016,2.871110203,2.924212425,2.824983346,-5.113076994,-0.159533942,1.282806796,3.21718046,2.93742671,3.132530874,3.370577296,-4.851801096,-0.453567152,1.275811259,3.938544195,3.935169423,3.425422334,3.450588972,16.06826179,-0.039588082,1.003004869,3.048472588,2.284810198,3.062123584,3.109041617,0
Daisy,1.383397228,0.147860535,-1.192728978,3.670031602,3.706392414,3.993486465,4.105681405,-0.174344135,-0.172862251,-1.612934333,4.138805257,4.451990735,3.88599543,3.457557363,5.537110954,0.073547595,-1.741898372,3.984978128,3.583998024,3.648597178,3.897634183,2.912751231,0.097250724,-1.588323126,3.384468152,3.600268066,2.960845046,3.762857419,3.371897392,-0.130103846,-1.779574933,4.182905006,4.147046197,3.482484508,3.563424509,2.233825891,0.072631013,-1.883449351,3.99893278,3.791696494,3.877385234,3.19996829,3.433776307,0.163705801,-2.015669832,4.200062376,3.926498807,4.56049554,4.876212134,0
Daniel,-2.10260176,0.376623974,1.280807657,3.643826573,3.654636565,3.242508248,3.617955267,-8.598229487,0.045307379,1.446984097,3.353933201,3.326107489,2.929541958,3.241076846,-1.641295229,0.492767762,1.586447487,4.008852702,2.658187099,3.268925125,2.81389759,-3.980457392,0.379000288,1.524785496,2.249436341,2.310702516,2.272048811,1.745343015,8.710511911,0.450206938,1.702248533,2.31466598,1.7818682,1.738564095,1.561237907,14.70186201,0.156450349,2.036053534,2.318297474,2.771804881,2.272510365,2.29169412,9.670763509,0.055603453,2.412383938,3.772831597,2.62924869,2.765979159,1.979781106,0
David,2.290646274,-0.114779369,0.053970141,2.271583934,2.914980283,2.565908403,2.75615202,8.1294872,0.558936799,-0.057258325,3.17770965,3.032134289,2.880627301,3.008565245,2.092784602,0.05907554,0.049922029,2.866747497,3.438806136,2.683932306,2.207110467,5.72392082,0.000864148,0.240810137,2.809636729,2.11706403,2.66086533,2.431025718,1.269121694,-0.011070802,0.255209116,3.034901297,3.164371785,2.806404835,2.782043314,6.175449937,-0.015973367,-0.3266755,3.274730134,3.143936663,2.245896704,2.461895009,8.884378922,0.124115517,-0.425830477,3.485217292,3.525949972,3.538372974,4.189087988,0
